	virus_type	district	season	case_number	year	area [ha]	population	population_density	population_density_bw	pop_exp	pop_dens_exp	area_exp	area [km^2]	area ex [km^2]	mean_pop_dens_exp
2477	IF A(H1N1) prepandemic	HNS	2006/07	0.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2478	IF A(H1N2)	HNS	2006/07	0.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2479	IF A(H3N2)	HNS	2006/07	0.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2480	IF A/B not determined	HNS	2006/07	1.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2481	IF B	HNS	2006/07	3.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2482	IF C	HNS	2006/07	0.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2483	not determined	HNS	2006/07	0.0	2006	9988.0	121384.0	1215.0	300.0	110330.78	1104.63	9988.33	99.8833	99.88	1161.2409090909089
2484	IF A	KAL	2006/07	38.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2485	IF A(H1N1) pandemic09	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2486	IF A(H1N1) prepandemic	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2487	IF A(H1N2)	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2488	IF A(H3N2)	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2489	IF A/B not determined	KAL	2006/07	11.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2490	IF B	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2491	IF C	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2492	not determined	KAL	2006/07	0.0	2006	108497.0	430351.0	397.0	300.0	411333.43	379.11	108501.48	1085.0148	1085.01	390.1868181818182
2493	IF A	KAS	2006/07	7.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2494	IF A(H1N1) pandemic09	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2495	IF A(H1N1) prepandemic	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2496	IF A(H1N2)	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2497	IF A(H3N2)	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2498	IF A/B not determined	KAS	2006/07	3.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2499	IF B	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2500	IF C	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2501	not determined	KAS	2006/07	0.0	2006	17346.0	286327.0	1651.0	300.0	283859.24	1636.55	17345.05	173.4505	173.45	1694.4036363636367
2502	IF A	KN	2006/07	16.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2503	IF A(H1N1) pandemic09	KN	2006/07	0.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2504	IF A(H1N1) prepandemic	KN	2006/07	1.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2505	IF A(H1N2)	KN	2006/07	0.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2506	IF A(H3N2)	KN	2006/07	0.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2507	IF A/B not determined	KN	2006/07	0.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2508	IF B	KN	2006/07	25.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2509	IF C	KN	2006/07	0.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2510	not determined	KN	2006/07	0.0	2006	81800.0	274752.0	336.0	300.0	258352.84	315.85	81797.33	817.9733	817.97	327.97818181818184
2511	IF A	KUEN	2006/07	20.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2512	IF A(H1N1) pandemic09	KUEN	2006/07	0.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2513	IF A(H1N1) prepandemic	KUEN	2006/07	0.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2514	IF A(H1N2)	KUEN	2006/07	0.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2515	IF A(H3N2)	KUEN	2006/07	0.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2516	IF A/B not determined	KUEN	2006/07	5.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2517	IF B	KUEN	2006/07	1.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2518	IF C	KUEN	2006/07	0.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2519	not determined	KUEN	2006/07	0.0	2006	77675.0	109717.0	141.0	300.0	103477.93	133.22	77675.43	776.7543	776.75	137.26181818181817
2520	IF A	LOE	2006/07	28.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2521	IF A(H1N1) pandemic09	LOE	2006/07	0.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2522	IF A(H1N1) prepandemic	LOE	2006/07	16.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2523	IF A(H1N2)	LOE	2006/07	0.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2524	IF A(H3N2)	LOE	2006/07	0.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2525	IF A/B not determined	LOE	2006/07	2.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2526	IF B	LOE	2006/07	57.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2527	IF C	LOE	2006/07	0.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2528	not determined	LOE	2006/07	0.0	2006	80681.0	221787.0	275.0	300.0	214549.09	265.94	80676.52	806.7652	806.77	272.3363636363636
2529	IF A	LW	2006/07	124.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2530	IF A(H1N1) pandemic09	LW	2006/07	0.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2531	IF A(H1N1) prepandemic	LW	2006/07	0.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2532	IF A(H1N2)	LW	2006/07	0.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2533	IF A(H3N2)	LW	2006/07	2.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2534	IF A/B not determined	LW	2006/07	20.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2535	IF B	LW	2006/07	5.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2536	IF C	LW	2006/07	0.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2537	not determined	LW	2006/07	0.0	2006	68681.0	513998.0	748.0	300.0	494523.38	720.03	68680.81	686.8081	686.81	746.2786363636365
2538	IF A	MA	2006/07	17.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2539	IF A(H1N1) pandemic09	MA	2006/07	0.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2540	IF A(H1N1) prepandemic	MA	2006/07	1.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2541	IF A(H1N2)	MA	2006/07	0.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2542	IF A(H3N2)	MA	2006/07	0.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2543	IF A/B not determined	MA	2006/07	0.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2544	IF B	MA	2006/07	15.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2545	IF C	MA	2006/07	0.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2546	not determined	MA	2006/07	10.0	2006	14496.0	307914.0	2124.0	300.0	282167.04	1946.52	14496.24	144.9624	144.96	2014.8950000000002
2547	IF A	MT	2006/07	1.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2548	IF A(H1N1) pandemic09	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2549	IF A(H1N1) prepandemic	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2550	IF A(H1N2)	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2551	IF A(H3N2)	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2552	IF A/B not determined	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2553	IF B	MT	2006/07	1.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2554	IF C	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2555	not determined	MT	2006/07	0.0	2006	130441.0	136296.0	104.0	300.0	128208.55	98.29	130434.67	1304.3467	1304.35	99.46909090909092
2556	IF A	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2557	IF A(H1N1) pandemic09	NO	2006/07	17.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2558	IF A(H1N1) prepandemic	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2559	IF A(H1N2)	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2560	IF A(H3N2)	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2561	IF A/B not determined	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2562	IF B	NO	2006/07	2.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2563	IF C	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2564	not determined	NO	2006/07	0.0	2006	112629.0	150022.0	133.0	300.0	140502.33	124.76	112620.14	1126.2014	1126.2	125.72772727272726
2565	IF A	OA	2006/07	38.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2566	IF A(H1N1) pandemic09	OA	2006/07	0.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2567	IF A(H1N1) prepandemic	OA	2006/07	0.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2568	IF A(H1N2)	OA	2006/07	0.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2569	IF A(H3N2)	OA	2006/07	0.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2570	IF A/B not determined	OA	2006/07	1.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2571	IF B	OA	2006/07	15.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2572	IF C	OA	2006/07	0.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2573	not determined	OA	2006/07	0.0	2006	151157.0	315661.0	209.0	300.0	300883.67	199.06	151152.76	1511.5276000000001	1511.53	202.13636363636363
2574	IF A	OG	2006/07	155.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2575	IF A(H1N1) pandemic09	OG	2006/07	0.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2576	IF A(H1N1) prepandemic	OG	2006/07	1.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2577	IF A(H1N2)	OG	2006/07	0.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2578	IF A(H3N2)	OG	2006/07	1.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2579	IF A/B not determined	OG	2006/07	26.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2580	IF B	OG	2006/07	12.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2581	IF C	OG	2006/07	0.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2582	not determined	OG	2006/07	0.0	2006	185085.0	416973.0	225.0	300.0	395232.9	213.56	185070.19	1850.7019	1850.7	220.22636363636363
2583	IF A	PF	2006/07	3.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2584	IF A(H1N1) pandemic09	PF	2006/07	148.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2585	IF A(H1N1) prepandemic	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2586	IF A(H1N2)	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2587	IF A(H3N2)	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2588	IF A/B not determined	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2589	IF B	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2590	IF C	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2591	not determined	PF	2006/07	0.0	2006	9802.0	119156.0	1216.0	300.0	109004.83	1112.29	9799.9	97.999	98.0	1173.2822727272728
2592	IF A	RA	2006/07	47.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2593	IF A(H1N1) pandemic09	RA	2006/07	0.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2594	IF A(H1N1) prepandemic	RA	2006/07	1.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2595	IF A(H1N2)	RA	2006/07	0.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2596	IF A(H3N2)	RA	2006/07	4.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2597	IF A/B not determined	RA	2006/07	1.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2598	IF B	RA	2006/07	1.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2599	IF C	RA	2006/07	0.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2600	not determined	RA	2006/07	0.0	2006	73876.0	228006.0	309.0	300.0	215392.37	291.58	73869.67	738.6967	738.7	299.26954545454544
2601	IF A	RM	2006/07	89.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2602	IF A(H1N1) pandemic09	RM	2006/07	0.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2603	IF A(H1N1) prepandemic	RM	2006/07	0.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2604	IF A(H1N2)	RM	2006/07	0.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2605	IF A(H3N2)	RM	2006/07	3.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2606	IF A/B not determined	RM	2006/07	18.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2607	IF B	RM	2006/07	1.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2608	IF C	RM	2006/07	0.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2609	not determined	RM	2006/07	0.0	2006	85814.0	417609.0	487.0	300.0	394596.58	459.83	85812.62	858.1261999999999	858.13	473.23454545454535
2610	IF A	RN	2006/07	18.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2611	IF A(H1N1) pandemic09	RN	2006/07	0.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2612	IF A(H1N1) prepandemic	RN	2006/07	1.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2613	IF A(H1N2)	RN	2006/07	0.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2614	IF A(H3N2)	RN	2006/07	0.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2615	IF A/B not determined	RN	2006/07	6.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2616	IF B	RN	2006/07	22.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2617	IF C	RN	2006/07	0.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2618	not determined	RN	2006/07	3.0	2006	106171.0	534220.0	503.0	300.0	512116.72	482.37	106167.48	1061.6748	1061.67	494.60636363636365
2619	IF A	RV	2006/07	85.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2620	IF A(H1N1) pandemic09	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2621	IF A(H1N1) prepandemic	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2622	IF A(H1N2)	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2623	IF A(H3N2)	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2624	IF A/B not determined	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2625	IF B	RV	2006/07	1.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2626	IF C	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2627	not determined	RV	2006/07	0.0	2006	163181.0	275900.0	169.0	300.0	261120.35	160.01	163188.14	1631.8814000000002	1631.88	165.23772727272726
2628	IF A	RW	2006/07	19.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2629	IF A(H1N1) pandemic09	RW	2006/07	0.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2630	IF A(H1N1) prepandemic	RW	2006/07	0.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2631	IF A(H1N2)	RW	2006/07	0.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2632	IF A(H3N2)	RW	2006/07	0.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2633	IF A/B not determined	RW	2006/07	3.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2634	IF B	RW	2006/07	13.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2635	IF C	RW	2006/07	0.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2636	not determined	RW	2006/07	0.0	2006	76943.0	141765.0	184.0	300.0	132078.1	171.66	76942.71	769.4271000000001	769.43	175.11954545454543
2637	IF A	S	2006/07	130.0	2006	20735.0	593923.0	2864.0	300.0	570918.13	2753.4	20734.86	207.3486	207.35	2863.5299999999997
2638	IF A(H1N1) pandemic09	S	2006/07	0.0	2006	20735.0	593923.0	2864.0	300.0	570918.13	2753.4	20734.86	207.3486	207.35	2863.5299999999997
2639	IF A(H1N1) prepandemic	S	2006/07	0.0	2006	20735.0	593923.0	2864.0	300.0	570918.13	2753.4	20734.86	207.3486	207.35	2863.5299999999997
2640	IF A(H1N2)	S	2006/07	0.0	2006	20735.0	593923.0	2864.0	300.0	570918.13	2753.4	20734.86	207.3486	207.35	2863.5299999999997
